Keywords,Search Location,Job ID,Title,Company,City,Country,Type,Seniority,Posted,Collected Date,Applicants,Employees,Industry,Job URL,Job Description
Data Analyst,European Union,3951066170,"Alternance - Data Scientist / Data Analyst (H/F)
Alternance - Data Scientist / Data Analyst (H/F)",Sézane,Paris,France,On-site,Internship,2024-07-03,2024-08-02,100,201,Retail Apparel and Fashion,https://www.linkedin.com/jobs/search/?currentJobId=3951066170&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=725,"""About the job
Il y a plus de dix ans, j'ai osé imaginer la première marque de mode française née en ligne... elle s'appelait Les Composantes, elle s'appelle Sézane aujourd'hui.

Mes priorités sont toujours restées les mêmes : innover et placer l'humain, la créativité, la qualité et le service au cœur de tout.

Pour co-construire la suite, nous recherchons aujourd'hui des talents expérimentés, structurés et agiles qui partagent l'envie d'améliorer sans cesse tout ce qui peut l'être. Des talents passionnés, autonomes qui conçoivent le travail dans le respect des autres et pour qui rien n'est hors d'atteinte, pour peu qu'on s'en donne les moyens.

Sézane est un terrain de jeu où chaque journée ne ressemble à aucune autre, votre poste d'aujourd'hui ne sera peut-être plus celui d'hier et probablement pas celui de demain. Ça vous parle ? Écrivez-nous !

Nous recherchons les talents d'un(e) Data Scientist (H/F) pour rejoindre notre équipe Digital à l'occasion d'une alternance de 12 mois minimum. Ce poste est basé à Paris (75) et est à pourvoir dès que possible.

Rattaché(e) au Lead Data Science & Analytics, vous interviendrez sur deux grands volets :

Data Science / Machine Learning

Vous participerez au développement d'un modèle pouvant être utilisé notamment pour la prévention du churn et dans une logique d'optimisation de l'excellence opérationnelle en interne.

Vos Missions Inclueront

Data Preprocessing : la création de la base d'entraînement du modèle ;
Modélisation : le choix du modèle et l'analyse comparative de celui-ci (BG/NBD, Gamma/Gamma, etc.) ;
Industrialisation : le développement et l'industrialisation du modèle (Metaflow) ;
Monitoring : automatisation des processus de réentraînement et suivi de performance du modèle.

Data Analysis / Data Mining

En Parallèle, Vous Réaliserez Des Études Ad Hoc Sur Des Problématiques Spécifiques Concrètes Orientées Business, Telles Que

L'identification et la gestion des préférences implicites des canaux de contact ;
La mesure de performance de divers initiatives marketing ;
L'enrichissement de la vision 360° client à travers la création d'objets métiers.

Requirements

Vous êtes étudiant(e) en école de commerce spécialité en Data Science, ou équivalent universitaire, et vous recherchez une alternance ;
Vous êtes sensible aux problématiques business et animé(e) par l'envie de comprendre les besoins et les habitudes de nos clients ainsi que les process internes, dans le but de les optimiser ;
Rigoureux, structuré(e) et organisé(e), vous avez le sens de l'équipe et vous êtes force de proposition dans un univers où tout est à construire ;
Vous possédez des compétences en visualisation de la donnée ;
Vous maitrisez Python, SQL, ainsi que les principales méthodes de statistiques et de machine Learning.

Vous vous êtes reconnu(e) dans ce descriptif et souhaitez rejoindre l'aventure Sézane ? Alors n'attendez plus ! ;)"""
Data Analyst,European Union,3975889556,"Data Analyst
Data Analyst",RightHand,Madrid,Spain,On-site,N/A,2024-07-19,2024-08-02,0,2,Staffing and Recruiting,https://www.linkedin.com/jobs/search/?currentJobId=3975889556&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=725,"""About the job
RightHand, compañía especializada en atracción del talento digital y contratación, estamos colaborando en la búsqueda de un Data Analyst con nuestro cliente, consultoría internacional que diseña soluciones de negocio y crecimiento a través de la data, tecnología y creatividad desde 2012. Actualmente, están en pleno crecimiento y por ello, a día de hoy abarcan cinco países: Italia, (Milán, Torino y Roma), España-Madrid, Serbia-Belgrado, USA-NewYork y México-Ciudad de México. Estamos buscando incorporar en el equipo a una persona que quiera seguir creciendo y desarrollándose profesionalmente con ellos dentro del área de Data.

Funciones y Responsabilidades:
Definir análisis de datos para proporcionar insights que añadan valor a nuestros clientes.
Estudiar el """"customer journey"""" online del usuario para optimizar sus flujos y procesos.
Diseñar soluciones de medición digital personalizadas según las necesidades del cliente, estableciendo KPIs, Dashboards y guías de etiquetado.
Brindar soporte y recomendaciones en la configuración de herramientas de medición y tagging.
Demostrar una sólida capacidad para interpretar datos, analizar problemas y presentar soluciones.
Poseer un conocimiento avanzado en Google Marketing Platform: Google Analytics 4, Google Tag Manager y Looker Studio.
Elaborar planes de medición: definición de DataLayer, creación de guía de etiquetado y validación junto a los equipos de IT.
Mantener una comunicación efectiva con los equipos de IT y Medios.
Gestionar las tareas y al equipo a cargo para la ejecución de los proyectos.
Crear dashboards en herramientas de visualización de datos.
Elaborar informes personalizados en herramientas de medición.
Tener un dominio avanzado en la elaboración de hojas de cálculo.

Si cumples con los requisitos y estás listo para un nuevo desafío en tu carrera, ¡esperamos recibir tu aplicación!"""
Data Analyst,European Union,3989678876,"Data Analyst - Intern (Remote Internship - Data Analysis)
Data Analyst - Intern (Remote Internship - Data Analysis)",Kreativstorm,Dubrovnik,Croatia,Remote,Internship,2024-08-01,2024-08-02,0,11,Business Consulting and Services,https://www.linkedin.com/jobs/search/?currentJobId=3989678876&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=725,"""About the job
Delve into the dynamic world of data analysis with an exclusive internship opportunity offered by Kreativstorm, a dynamic and innovative management-consulting firm based in Berlin, Germany. Work remotely with our multinational team and unlock your career aspirations in data analysis!

If you're passionate about data analysis and equipped with problem-solving skills, this internship is perfect for you. Under the guidance of industry experts, you'll tackle diverse data analysis projects, exploring concepts like data visualization, statistical analysis, predictive modeling, and data mining. Gain hands-on experience in uncovering insights and informing decisions, all from the comfort of your home.

Internship Overview and Details:

Location: Fully Remote

Schedule: Part-Time Internship

Duration: 3 months with the possibility of permanent employment after the internship period

Requirements

Ideal Candidates:

Students pursuing a degree or recent graduates in Data Science, Statistics, Computer Science, or a related field. 
Aspiring data analysts keen on unraveling complex datasets and extracting meaningful insights. 
Analytical thinkers adept at translating data into actionable recommendations. 
Effective communicators who thrive in collaborative team settings. 
Detail-oriented individuals excelling in fast-paced, analytical environments. 
Enthusiastic learners committed to honing their skills in data analysis. 
Proficiency in data analysis tools and programming languages (e.g., Python, R, SQL) highly valued. 
Familiarity with statistical techniques, data visualization, and database management advantageous. 
Some initial industry experience is a big plus. 

Your Contribution:

Contribute to data collection, cleaning, and analysis processes. 
Collaborate with the data analysis team to develop analytical models and insights. 
Aid in interpreting data trends and patterns to inform strategic decision-making. 
Bring fresh perspectives and innovative solutions to tackle data challenges. 
Foster a collaborative team environment focused on excellence in data analysis. 
Assist in documenting and presenting analysis results and recommendations. 

Benefits

Why Join Us?

Kreativstorm is a dynamic and innovative management-consulting firm headquartered in Berlin, Germany. Our team of experienced consultants brings a diverse range of talents and backgrounds, allowing us to provide tailored solutions to businesses of all sizes and industries. As part of the Yes Network Group, LLC, a reputable US holding company, we have access to extensive resources and expertise. Join us and start your journey in data analysis today!

Apply now and pave the way for your future in data analysis!"""
Data Analyst,European Union,3984604090,"Data Analyst
Data Analyst",Brite Payments,Stockholm,Sweden,On-site,N/A,2024-07-03,2024-08-02,0,51,Financial Services,https://www.linkedin.com/jobs/search/?currentJobId=3984604090&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=725,"""About the job
Step into the future of fintech with Brite Payments! As our next Data Analyst, you'll play a pivotal role in advancing our innovative payment solutions through expert data analysis. Join our dynamic team in Stockholm, where your expertise will drive the evolution of Open Banking and A2A transactions. Your impact starts on day one, driving change in a fast-paced, collaborative environment.

About Brite 
Brite Payments is a leading Open Banking-powered Account to Account (A2A) payment provider of Instant Payments and Instant Payouts. We provide a convenient transaction experience for consumers and reduce the risk in the payment process for merchants. Founded in Stockholm in 2019, Brite is committed to providing the best possible payment solution for everyone involved in a transaction.

The team behind Brite has worked with launching the first-generation of fintech companies before founding Brite. We know the market landscape, technologies, opportunities, and challenges. Now we channel all those experiences into developing modern solutions that will benefit both merchants and end-users.

Want to join us on our journey? The future is brite!
 What You Will Do:
As a Data Analyst at Brite, you will take on the essential role of Finance Data Steward, overseeing the development and maintenance of our Finance Data Warehouse reporting to the CFO. You will also collaborate with colleagues from various departments within Brite’s Virtual Data Team, to enhance Bri+te’s data handling and reporting capabilities. Your responsibilities will include:
Develop reports towards different stakeholders to boost our analytical capabilities and support decision-making processes.
Serving as the Finance representative, you will address data and process requirements for the introduction of new products and markets.
Conducting investigations into potential errors in various system-generated jobs.
Taking charge of regulatory reporting to both Swedish and international authorities, ensuring compliance and accuracy.
Responding to ad-hoc requests from a diverse range of stakeholders, providing critical data insights on finance-related topics.

Are You a Brite Mind?
We are seeking a brite mind who possesses the ability to operate independently, yet demonstrating exceptional stakeholder management skills, a proactive can-do attitude, and the ability to foster collaboration across different teams and departments. The ideal candidate will have:
University degree in Mathematics, Economics, Statistics, Finance, or a related field.
Work experience as a Data Analyst or in a comparable role, with experience in a regulated industry being a plus.
Experience of working with large and diverse datasets
Strong SQL and Excel skills, along with data modeling capabilities; experience with DBT is a significant plus.
Proficiency in using dashboarding tools such as Tableau, Qlik, or Looker.
Excellent writing and communication skills in English
Interest in working with data across different dimensions, such as commercial, financials, operational dimensions.
Robust understanding of finance processes and at least basic knowledge of accounting principles.
Summer is here and vacation time has begun! This means our response time may be slightly longer than usual. We appreciate your patience and look forward to assisting you as soon as possible. Have a great summer!
What we offer
An optimistic, caring, and inclusive culture where we want you to be yourself
A dynamic, fast-paced, and innovative environment where you will have the possibility to make an impact from your first day onwards
A flat organization, friendly colleagues, and fast decision-making
An environment where we start small and learn fast to do big things
A team that cares about sharing, collaborative work, and prestigelessness
... and you will be part of a growing team of fun and skilled people ✨
 Do you want to learn more about our recruitment process? Here you can read about the hiring flow and find answers to the most frequently asked questions.

For this position, we are looking for someone who is currently located in/close to Stockholm."""
Data Analyst,European Union,3964316340,"Data Analyst | SQL
Data Analyst | SQL",Tecknoworks,Cluj-Napoca,Romania,On-site,Mid-Senior level,2024-07-03,2024-08-02,58,51,Information Technology & Services,https://www.linkedin.com/jobs/search/?currentJobId=3964316340&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=725,"""About the job
Discover TECKNOWORKS

TECKNOWORKS is a global technology consulting firm dedicated to optimizing client productivity and profitability. We empower businesses, from mid-sized enterprises to international corporations, with innovative tech solutions.

At TECKNOWORKS, we foster a culture of impact, enabling clients to excel through technology and innovation in their business and personal lives. Our commitment to team growth, risk-taking, and unwavering quality sets us apart, making us a company of excellence delivering exceptional results.

Job Overview:

We are actively seeking an experienced and highly motivated Data Analyst to contribute to our dynamic team. As a Data Analyst with a specialized focus on SQL and Snowflake, you will be instrumental in shaping data strategy, uncovering insights, and guiding critical business decisions. If you possess a strong background in data analysis, along with expertise in SQL and Snowflake, and are passionate about making data-driven decisions, we encourage you to apply.

Working hours: EST Time zone | 15:00 -23:00 Romania time

Requirements

 Collaborate with stakeholders to comprehend data sources, business objectives, and analysis requirements
 Prepare and cleanse data to ensure it is accurate, complete, and ready for analysis
 Apply your knowledge of healthcare analytics to interpret data, identify trends, and provide actionable insights to improve healthcare outcomes
 Utilize your strong SQL skills to query and manipulate data effectively, creating reports and dashboards as needed
 Perform ad-hoc analyses on various datasets, contributing to informed decision-making processes
 Design and implement custom analytical solutions tailored to business needs and challenges
 Approach data with a critical and problem-solving mindset, identifying process improvement and optimization opportunities
 Handle and analyze large datasets efficiently, using tools like Snowflake to extract valuable information
 Create compelling data visualizations and reports to communicate findings and insights effectively


Key Skillset Required:

 Proven experience as a Data Analyst with a focus on SQL and Snowflake
 Strong proficiency in SQL for querying and manipulating datasets
 Experience in healthcare analytics is highly desirable
 Ability to perform ad-hoc analyses and design custom analytical solutions
 Proficient in handling and analyzing large datasets using Snowflake or similar tools
 Excellent data visualization skills

If you are enthusiastic about leveraging your SQL and Snowflake expertise to drive data strategies and contribute to informed decision-making, we invite you to apply for this exciting opportunity."""
Data Analyst,European Union,3860725693,"Data Analyst
Data Analyst",Talent Disruptors,Paris,France,On-site,Entry level,2024-04-04,2024-08-02,0,2,Staffing and Recruiting,https://www.linkedin.com/jobs/search/?currentJobId=3860725693&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=725,"""About the job
We are on the lookout for a Data Analyst with a specialization in marketing analytics. In this critical role, you will harness the power of tools like Google Data Studio, BigQuery, and Power BI to derive actionable insights that drive our marketing decisions. Your expertise in analyzing complex datasets and turning them into understandable and strategic information will be essential in shaping our marketing strategies. This position is ideal for someone who thrives on data-driven challenges and has a passion for leveraging technology to inform business decisions.

What You’ll Be Doing

Data Analysis and Interpretation: Utilize tools like Google Data Studio, BigQuery, and Power BI to analyze marketing data and extract meaningful insights. 
Developing Reporting Dashboards: Create dynamic dashboards and reports that provide real-time insights into marketing performance. 
Collaborating with Marketing Teams: Work closely with marketing teams to understand their data needs and provide insights that inform strategy and decision-making. 
Data Integration and Management: Integrate data from various sources to provide a comprehensive view of marketing performance. 
Performance Tracking: Monitor key performance indicators (KPIs) to measure the effectiveness of marketing campaigns and strategies. 
Predictive Analysis: Use data to predict trends and market movements, aiding in proactive strategy development. 
Training and Support: Provide training and support to team members in using data analysis tools and understanding reports. 

Who You Are

Proficient in Data Analysis Tools: You have strong experience with tools such as Google Data Studio, BigQuery, and Power BI. 
Analytical and Insightful: You possess the ability to analyze complex datasets and turn them into actionable insights. 
Collaborative in Nature: You work well with marketing teams, understanding their needs and communicating data insights effectively. 
Skilled in Data Integration: You are adept at integrating and managing data from various sources. 
Detail-Oriented: You have a keen eye for detail and accuracy in data analysis and reporting. 
Proactive and Predictive: You are capable of conducting predictive analyses to inform future marketing strategies. 
Excellent Communicator: You can clearly convey data insights and their implications to non-technical team members. 

What Success Looks Like

30 Days

Establish a comprehensive, organized online database in BigQuery to store all client and marketing data and integrate lead data from CRMs, digital advertising data, customer opt-ins, and purchasing data to provide meaningful insights that inform marketing decisions. 
Create and maintain data dashboards in Looker Studio for easy data visualization, analysis, and automated reporting. 

60 Days

Develop statistical models for data analysis, including linear regression modeling and predictive lead scoring, that effectively guide marketing actions. 

90 Days

Automated the generation of actionable insights and trends over time from data analysis to inform our marketing strategy."""
Data Analyst,European Union,3969869368,"Data Analyst – Internship
Data Analyst – Internship with verification",Generali Italia,Milan,Italy,On-site,Internship,2024-07-12,2024-08-02,100,10001,Insurance,https://www.linkedin.com/jobs/search/?currentJobId=3969869368&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=725,"""About the job
Vuoi diventare parte di una realtà di eccellenza professionale? In Generali Italia stiamo cercando una risorsa da inserire in stage come Data Analyst.
Il tirocinio si svolgerà all’interno della funzione del Country Data Officer con l’obiettivo di seguire un percorso formativo incentrato sullo sviluppo dei portali di Business Intelligence avanzata per i vari use case del Data Office.

La persona sarà coinvolto/a principalmente nelle seguenti attività:
Individuare, raccogliere e analizzare grandi set di dati da diverse fonti ed, in collaborazione con i Data Engineers, implementare le operazioni di trasformazione e pulizia
Utilizzare tecniche statistiche per identificare schemi e tendenze nei dati
Supportare la struttura nella creazione e mantenimento di database e dashboards per supportare le decisioni aziendali
Comunicare i risultati e le intuizioni agli stakeholder attraverso report e presentazioni
Supportare la struttura nel continuo monitoraggio e migliorare la qualità e l'accuratezza dei dati

Requirements
Il/la candidato/a ideale è in possesso dei seguenti requisiti:
Laurea in Statistica, Ingegneria Gestionale o campo correlato
Conoscenza linguaggio SQL e simili per interrogare DB
conoscenza di BigQuery e simili

Nice to Have:
Conoscenza di Python
Esperienza con tool BI (es. QlikSense, Looker, PowerBI, ecc);
Ottime doti interpersonali e di comunicazione scritta e orale – capacità di sviluppare documenti e presentazioni strutturate
Capacità di lavoro in team, orientamento al risultato, flessibilità

Company Profile
Essere Partner di Vita è la nostra ambizione: ogni giorno vogliamo essere al fianco dei nostri clienti prendendoci cura delle loro vite e dei loro sogni. Questo per noi è Più di un Lavoro.
Siamo parte di un importante Gruppo internazionale con oltre 72 mila persone in tutto il mondo e più di 68 milioni di clienti.
Siamo tra i principali player globali del settore assicurativo: l’innovazione e la sostenibilità sono nel nostro DNA.
Generali Italia conta oltre €24,6 miliardi di premi totali e una rete capillare di 40 mila distributori, oltre ai canali online e di bancassurance. 13 mila dipendenti, €120 miliardi di asset under management. A Generali Italia fanno capo Alleanza Assicurazioni, Das, Leone Alato, Genertel, Generali Welion e Generali Jeniot.

Il Gruppo Generali offre delle interessanti opportunità di arricchimento professionale in un contesto lavorativo caratterizzato da:
Cultura aziendale solida e aperta, modi di lavorare innovativi, formazione e affiancamento a supporto di un inserimento efficace
Ambiente di lavoro inclusivo in cui tutti si sentano accolti, liberi di esprimere al meglio la propria identità, le proprie idee e le proprie capacità: perché siamo Più che diverse, Persone Uniche
Qualità dei processi e iniziative per le nostre persone, che ci distinguono come Top Employer

Entra a far parte della nostra squadra, non esitare a candidarti subito!

Tipo contratto: Stage
Modalità di lavoro: Hybrid"""
Data Analyst,European Union,3989090767,"Data Analyst (M/F) – Hybrid (Lisbon)
Data Analyst (M/F) – Hybrid (Lisbon)",Match Profiler,Lisbon,Portugal,Hybrid,Entry level,2024-07-31,2024-08-02,0,51,Software Development,https://www.linkedin.com/jobs/search/?currentJobId=3989090767&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=725,"""About the job
This job is sourced from a job board. Learn More
Match Profiler is an Information Systems consulting firm, working in the national and international market since 1999. We are empowered with multidisciplinary competences and know-how in IT, which allow us to contribute, optimize and move forward with our clients.

Data Analyst (m/f) – Hybrid (Lisbon)Match Profiler is an Information Systems consultant who has been working in the national and international market since 1999. We have multidisciplinary skills and IT know-how that allow us to contribute, optimize and progress with our clients. We are currently recruiting, for integration in our internal team/client, professionals with the following profile: Data Analyst (m/f) – Hybrid (Lisbon) What do you need to have: Hard Skills:

 Academic background in Engineering, Economics, Computing, Mathematics, Statistics or related fields.
 Experience in any data visualization tool such as Tableau or Power BI.
 Experience in data analysis with programming, preferably Python (Pandas);
 Proficiency in SQL.
 Knowledge of descriptive statistics and hypothesis testing is a plus;
 Knowledge in Big Data technology such as Pyspark, Presto and Airflow is a plus;
 Knowledge of Power Query and DAX is a plus.
 Fluency in English.Soft skills
 Good communication
 Team spirit
 Proactivity
 Time managementWhat we can offer:
 Personalized support from your team
 Your manager will take into consideration your motivations and suggestions
 Victories will be celebrated together
 Your HR and Support Teams will always be available to help
 Constant feedback on your work
 A network of hundreds of partnerships with companies from numerous sectors that offer you exclusive discounts (health, well-being, travel, gastronomy, culture, leisure, training, etc)
 And, of course, many gatherings and social eventsTo respond to this opportunity, send us your CV to the following e-mail address ******

#J-18808-Ljbffr"""
Data Analyst,European Union,3860727314,"Data Analyst
Data Analyst",Talent Disruptors,Copenhagen,Denmark,On-site,Entry level,2024-04-04,2024-08-02,0,2,Staffing and Recruiting,https://www.linkedin.com/jobs/search/?currentJobId=3860727314&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=725,"""About the job
We are on the lookout for a Data Analyst with a specialization in marketing analytics. In this critical role, you will harness the power of tools like Google Data Studio, BigQuery, and Power BI to derive actionable insights that drive our marketing decisions. Your expertise in analyzing complex datasets and turning them into understandable and strategic information will be essential in shaping our marketing strategies. This position is ideal for someone who thrives on data-driven challenges and has a passion for leveraging technology to inform business decisions.

What You’ll Be Doing

Data Analysis and Interpretation: Utilize tools like Google Data Studio, BigQuery, and Power BI to analyze marketing data and extract meaningful insights. 
Developing Reporting Dashboards: Create dynamic dashboards and reports that provide real-time insights into marketing performance. 
Collaborating with Marketing Teams: Work closely with marketing teams to understand their data needs and provide insights that inform strategy and decision-making. 
Data Integration and Management: Integrate data from various sources to provide a comprehensive view of marketing performance. 
Performance Tracking: Monitor key performance indicators (KPIs) to measure the effectiveness of marketing campaigns and strategies. 
Predictive Analysis: Use data to predict trends and market movements, aiding in proactive strategy development. 
Training and Support: Provide training and support to team members in using data analysis tools and understanding reports. 

Who You Are

Proficient in Data Analysis Tools: You have strong experience with tools such as Google Data Studio, BigQuery, and Power BI. 
Analytical and Insightful: You possess the ability to analyze complex datasets and turn them into actionable insights. 
Collaborative in Nature: You work well with marketing teams, understanding their needs and communicating data insights effectively. 
Skilled in Data Integration: You are adept at integrating and managing data from various sources. 
Detail-Oriented: You have a keen eye for detail and accuracy in data analysis and reporting. 
Proactive and Predictive: You are capable of conducting predictive analyses to inform future marketing strategies. 
Excellent Communicator: You can clearly convey data insights and their implications to non-technical team members. 

What Success Looks Like

30 Days

Establish a comprehensive, organized online database in BigQuery to store all client and marketing data and integrate lead data from CRMs, digital advertising data, customer opt-ins, and purchasing data to provide meaningful insights that inform marketing decisions. 
Create and maintain data dashboards in Looker Studio for easy data visualization, analysis, and automated reporting. 

60 Days

Develop statistical models for data analysis, including linear regression modeling and predictive lead scoring, that effectively guide marketing actions. 

90 Days

Automated the generation of actionable insights and trends over time from data analysis to inform our marketing strategy."""
Data Analyst,European Union,3834266634,"Data Analyst (Mandatory Internship)
Data Analyst (Mandatory Internship)",Bella&Bona,Munich,Germany,On-site,Entry level,2024-02-04,2024-08-02,0,11,Food and Beverage Services,https://www.linkedin.com/jobs/search/?currentJobId=3834266634&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=725,"""About the job
Overview

Bella & Bona is a food-tech business offering a workplace food program that office workers love and look forward to every day.

We're looking for talented and driven people who want to advance their careers and help us scale our business across Munich, Berlin, and Frankfurt!

Get exposure to a fast-growing start-up environment
Enjoy our delicious food at lunch
Join a fun and dynamic work environment

Your mission

Are you curious by nature and passionate about data, analytics, and digital marketing? We are looking for a rock-star Data Analyst Intern, who will offer analysis and insights to help us acquire customers at scale. As a Data Analyst Intern, you will help streamline and maintain reporting, data analysis deliverables, pipeline, and processes. You will extensively interact with other teams such as Sales, Sales Operations, Product, and Finance. Your input will help shape business decisions and marketing budget investments.

As a Data Science Intern at Bella & Bona you will:

Use data analysis and machine learning techniques to assist business processes
Perform analysis on user engagement 
Leverage data through SQL to understand and identify areas of growth for in-depth paid marketing channel performance across different regions and countries
Come up with your own projects identifying ways to improve sales 
Engage with stakeholders to understand business requirements
Create reports/dashboards to communicate your suggestions to other teams
Extract and analyze data to interpret the impact of tests on marketing performance (e.g. number of leads, cost per acquisition, pipeline growth, ROI) 
Forecast sales and dishes consumption
Create reports/dashboards using BI tools like Tableau by compiling data from different platforms (Hubspot, Google Analytics, etc.)

Your profile

Currently pursuing a Bachelor's or Master's degree in Data Science, Computer Science, Maths, Physics, Business Information Systems, Statistics, or a similar field
Proficiency in data analysis and/or machine learning using programming languages (preferably Python or R)
Familiarity with query languages (SQL) and data visualization tools (like Matplotlib or Tableau)
Understanding of statistical concepts and experience with data modeling and statistical analysis 
Strong problem-solving and critical-thinking abilities
Ability to work both independently and collaboratively in a team environment
Likes to be challenged and is comfortable in a fast-paced environment
Excellent written and verbal communication skills
Fluent in English is required, additional languages are considered a plus

Why us?

Get exposure to a fast-growing start-up environment
Enjoy our delicious food at lunch
Join a fun and dynamic work environment

Bella & Bona's Team Culture

Result-oriented, Mission-Driven, and focused on the long term: we iterate fast in the short term, we are collectively focused on turning B&B into a Unicorn
Being a strong team player: we win as one global team and support each other in every case 
Positive, proactive, can-do, and """"no-bullshit"""" attitude 
High level of energy and reliability to deliver in a fast-paced environment - this is not a slow 9/5 corporate environment. We focus on building an exceptional culture while remaining a very high-performance company. 
Willingness to learn, adapt, grow, and rolling up your sleeves: a continuous improvement mindset. We do in a month what other companies do in a year 
Strong customer-centricity: our mission is to leverage technology to delight office workers with healthy, delicious, and convenient meals

About Us

Bella & Bona venture-capital-backed food-tech business offering a workplace food program that office workers love and look forward to every day.

Our scalable dark kitchen operations and investments in data and technology automation allow to consistently deliver high-quality food, optimize health and nutritional values, while lowering cost, and considerably reducing food waste and CO2 emissions.

The company raised in January 2020 a $3 million round led by Plug and Play, with additional funding from Rovagnati, Ambrosi, and other investors with a strong entrepreneurial background (former or current Mckinsey, Google, Auto1, BCG, JP Morgan, Goldman Sachs, Rocket Internet, Foodora).

We're looking for talented colleagues who want to advance their careers and help scale our business across Munich, Berlin, and Frankfurt!"""
Data Analyst,European Union,3976142782,"Finance Data Analyst Intern
Finance Data Analyst Intern with verification",Philip Morris International,Madrid,Spain,On-site,N/A,N/A,2024-08-02,54,10001,Tobacco Manufacturing,https://www.linkedin.com/jobs/search/?currentJobId=3976142782&keywords=Data%20Analyst&location=European%20Union&refresh=true&start=725,"""About the job
Be a part of a revolutionary change

Times are changing at PMI. We’ve chosen to do something big. The world expects us to act responsibly. And we are doing just that by transforming our business and building our future on one clear purpose – to deliver a smoke-free future.

This transformation will revolutionize every area of our business. The products we sell. Where we sell them. How they’re manufactured and delivered. The way we talk to our customers and engage with society.

It’s the perfect setting place to start your career. As you take your first steps, you’ll have the backing of a multinational business combined with the freedom of a start-up. You’ll bring a positive mindset and fresh perspective to projects that can make a huge difference to so many.

About The BRIDGE Program

You will be a part of the PMI’s family during your 6+6 months long, full-time internship. During the program you will perceive monthly scholarship of 944€ (gross salary). You will have the opportunity to benefit from the fully paid online Master, validated and recognized by Universidad Camilo Jose Cela and Fundación Universitaria y de Empresa.

Who we’re looking for


 A recent degree in Finance, Accounting, Economics, Econometrics, Mathematics in Finance or similar.
 Working fluency in Spanish and English (C1 level and above).
 Advanced level of MS Office programs, Power BI is a plus. Ability to learn new programs quickly.
 Strong numerical, analytical and communication skills.
 You have a flair for creativity and are ready to bring and share your ideas to solve problems creatively.
 You have outstanding time management skills.
 EU Work permit.


Responsibilities

You will join Finance department to support diverse functions within the company. The team works closely with other teams across the world, among other local activities, our main objective is to act as a business partner providing financial guidance:

As a Finance Data Analyst Intern you will support the team in:


 Implementation of new budgeting processes
 Coordinate financial budget data gathering, tracking and summary with Regional Managers
 Actively monitor actuals performance vs forecast
 KPIs tracking and reporting aiming to give clear and comprehensive view of the expenses and headcount.
 Create reports in visualized formats through different tools (SAP, Power BI, Excel, etc)
 Prepare ad hoc analysis to support decision making in any other financial task.


Our success depends on the men and women who come to work every day with a sense of purpose and an appetite for progress. Join PMI and you too can:


 Seize the freedom to shape your future and ours. We’ll empower you to take risks, experiment and explore.
 Be part of an inclusive, diverse culture, where everyone’s contribution is respected; collaborate with some of the world’s best people and feel like you belong.
 Pursue your ambitions and develop your skills with a global business –our staggering size and scale provides endless opportunities to progress.
 Take pride in delivering our promise to society: to deliver a smoke-free future."""
